People_ID,d20,d21,d22,d23,d24,d25,d26,d27
15624,433,536,658,808,986,1196,1449,1753
15625,366,454,560,690,845,1027,1247,1510
15626,344,428,530,652,797,970,1178,1428
15627,269,338,422,523,644,785,959,1163
15628,201,256,323,404,501,614,752,916
15629,403,499,615,756,921,1118,1356,1641
15630,432,533,655,804,979,1188,1442,1743
15631,248,313,389,483,595,727,887,1078
15632,142,184,235,297,373,461,567,695
15633,274,345,429,531,652,796,969,1177
15634,207,261,328,410,505,620,758,924
15635,389,480,591,724,885,1075,1307,1581
15636,215,271,339,422,523,640,782,953
15637,335,415,512,629,769,936,1138,1379
15638,144,189,241,305,383,472,581,711
15639,409,507,624,764,933,1133,1375,1663
15640,434,535,656,805,983,1192,1445,1748
15641,155,201,257,324,405,499,614,750
15642,313,392,487,602,738,898,1092,1324
15643,443,546,669,821,999,1211,1469,1776
15644,446,549,674,824,1005,1219,1477,1786
15645,216,272,342,428,528,646,792,963
15646,425,526,645,792,966,1172,1421,1719
15647,284,354,439,544,670,817,996,1208
15648,361,446,550,677,828,1006,1221,1479
15649,171,220,280,352,436,536,658,803
15650,229,291,366,456,564,690,843,1025
15651,126,166,214,273,343,424,523,642
15652,349,433,534,658,804,978,1190,1441
15653,277,347,431,532,653,797,970,1178
15654,272,340,423,522,640,781,953,1157
15655,361,446,552,679,829,1008,1223,1482
15656,385,475,584,716,875,1063,1292,1563
15657,346,429,532,653,798,970,1180,1429
15658,370,460,567,695,851,1034,1256,1521
15659,363,452,557,685,838,1018,1236,1497
15660,229,289,363,452,558,683,834,1015
15661,380,469,578,712,868,1054,1282,1551
15662,349,435,538,664,812,988,1200,1454
15663,113,150,195,252,318,394,489,600
15664,178,230,291,364,450,553,678,827
15665,171,219,278,350,436,536,658,803
15666,124,163,212,269,338,418,518,634
15667,338,421,520,639,783,953,1157,1403
15668,361,446,551,677,827,1005,1221,1479
15669,123,163,211,269,336,417,516,632
15670,439,542,664,815,994,1205,1463,1768
15671,286,358,444,551,675,823,1003,1217
15672,281,351,438,540,663,809,987,1197
15673,384,477,589,723,884,1074,1305,1579
15674,422,521,640,786,958,1163,1410,1706
15675,131,170,221,281,351,435,537,658
15676,295,369,457,563,690,841,1026,1244
15677,422,521,641,785,956,1161,1408,1703
15678,138,181,232,293,367,454,559,685
15679,129,168,216,275,346,428,527,647
15680,241,305,382,473,581,710,867,1054
15681,432,531,653,798,972,1179,1429,1729
15682,296,369,457,563,690,841,1023,1242
15683,164,211,267,335,419,516,634,774
15684,110,147,193,248,311,387,478,588
15685,275,344,428,532,655,798,974,1182
15686,184,234,296,373,463,569,696,850
15687,346,429,529,653,800,973,1184,1434
15688,125,166,213,271,341,422,521,639
15689,179,231,292,365,453,557,682,833
15690,358,443,547,674,822,1000,1215,1472
15691,369,456,562,691,844,1026,1246,1509
15692,354,441,544,669,819,996,1209,1465
15693,146,191,244,309,386,476,585,716
15694,385,477,589,721,880,1068,1296,1569
15695,155,200,257,326,405,499,612,749
15696,148,192,245,312,389,480,591,723
15697,115,151,198,254,321,398,494,606
15698,162,209,265,335,418,515,632,772
15699,305,380,473,582,714,870,1059,1284
15700,115,152,198,255,323,400,495,608
15701,135,177,227,290,362,447,552,676
15702,152,196,251,317,395,487,598,732
15703,312,390,485,597,731,890,1083,1313
15704,349,435,538,661,809,984,1197,1449
15705,250,313,390,484,596,728,889,1080
15706,266,333,414,513,630,770,938,1140
15707,142,183,234,297,372,459,567,693
15708,429,529,651,798,974,1181,1432,1732
15709,361,449,553,682,835,1015,1232,1492
15710,249,315,392,488,600,733,894,1087
15711,236,298,372,464,573,700,856,1040
15712,401,496,612,752,917,1113,1351,1635
15713,407,504,621,763,931,1130,1371,1659
15714,194,248,314,391,484,594,728,887
15715,397,492,605,742,906,1100,1335,1616
15716,260,328,409,509,627,765,935,1135
15717,423,524,644,790,963,1169,1418,1715
15718,205,260,326,408,506,620,760,925
15719,406,501,617,758,924,1121,1359,1645
15720,440,541,666,814,992,1203,1459,1764
15721,218,277,347,433,535,655,803,976
15722,373,461,569,701,856,1040,1262,1529
15723,200,256,324,403,498,610,748,911
15724,421,521,641,784,957,1161,1408,1703
15725,322,401,496,610,745,908,1105,1339
15726,189,241,303,380,471,578,709,864
15727,339,421,520,639,782,951,1157,1402
15728,424,522,640,785,958,1163,1410,1706
15729,347,431,532,654,799,972,1182,1432
15730,214,272,343,428,530,649,792,965
15731,143,188,241,306,383,472,582,712
15732,225,283,355,441,544,666,814,990
15733,398,493,607,742,906,1100,1334,1615
15734,332,411,508,626,766,932,1132,1373
15735,119,159,207,266,335,415,515,631
15736,342,423,522,645,790,961,1167,1415
15737,141,183,234,297,372,460,566,693
15738,349,435,538,664,810,986,1197,1451
15739,434,534,656,803,981,1190,1443,1745
15740,122,162,211,270,339,420,517,635
15741,352,436,538,662,809,984,1196,1449
15742,177,227,288,364,450,553,678,828
15743,182,234,297,371,460,564,694,845
15744,397,492,606,744,907,1102,1337,1618
15745,114,151,196,253,321,398,491,604
15746,322,400,496,611,749,912,1110,1345
15747,296,369,457,565,694,845,1030,1249
15748,201,254,322,402,498,611,749,912
15749,292,363,453,558,684,834,1015,1232
15750,184,237,301,377,468,575,704,859
15751,280,351,435,539,661,806,982,1192
15752,147,192,245,310,389,480,589,721
15753,250,315,392,487,598,731,892,1084
15754,378,469,577,706,862,1047,1272,1540
15755,445,549,675,828,1010,1225,1483,1794
15756,292,366,455,564,691,843,1028,1246
15757,354,440,544,668,815,991,1205,1459
15758,331,413,510,630,772,940,1143,1385
15759,370,458,566,697,853,1037,1260,1525
15760,270,337,419,520,639,780,951,1155
15761,389,480,590,724,884,1074,1304,1578
15762,395,490,602,740,902,1096,1330,1610
15763,379,470,578,708,866,1053,1277,1547
15764,329,409,506,625,767,933,1135,1375
15765,219,279,350,436,540,661,809,984
15766,218,276,346,432,534,654,800,973
15767,406,502,618,759,925,1123,1363,1649
15768,267,333,414,512,630,769,936,1138
15769,267,335,419,519,637,777,947,1150
15770,252,318,399,495,610,745,909,1104
15771,329,411,507,626,766,932,1133,1373
15772,339,422,523,642,785,955,1161,1407
15773,322,400,495,610,748,911,1107,1343
15774,312,388,481,596,730,889,1083,1313
15775,248,312,391,483,595,727,887,1078
15776,127,165,214,273,342,424,525,643
15777,214,273,343,429,529,648,793,965
15778,368,458,566,697,852,1035,1257,1522
15779,184,234,295,368,457,561,689,840
15780,355,441,543,668,816,992,1206,1460
15781,357,441,544,670,818,995,1208,1464
15782,125,164,212,271,342,423,524,642
15783,243,307,382,475,584,713,870,1058
15784,248,311,387,482,594,726,885,1076
15785,444,547,670,821,1000,1214,1472,1780
15786,375,465,575,704,862,1047,1271,1539
15787,237,299,373,464,572,699,854,1038
15788,193,246,309,389,481,590,722,881
15789,132,171,222,285,355,439,541,663
15790,389,480,591,724,883,1072,1301,1575
15791,404,500,616,757,925,1123,1363,1649
15792,239,302,378,469,577,705,861,1047
15793,363,450,555,684,836,1016,1233,1494
15794,223,283,353,442,546,668,815,992
15795,257,324,405,503,620,757,923,1121
15796,393,487,601,738,900,1093,1326,1605
15797,355,441,545,671,819,996,1211,1466
15798,419,517,636,779,951,1154,1402,1695
15799,136,178,230,291,364,450,554,679
15800,407,502,618,760,926,1124,1363,1650
15801,131,173,224,286,359,444,547,670
15802,377,465,574,706,863,1049,1274,1542
15803,448,553,677,829,1010,1226,1485,1796
15804,189,243,307,386,477,585,719,875
15805,297,371,460,568,696,849,1034,1254
15806,407,504,622,764,931,1130,1372,1659
15807,375,466,573,706,862,1047,1271,1539
15808,322,399,493,607,742,903,1099,1332
15809,347,429,532,656,804,978,1187,1439
15810,158,204,259,326,407,501,617,754
15811,401,494,608,746,910,1105,1343,1624
15812,167,216,275,346,430,529,652,795
15813,169,219,277,348,435,534,658,802
15814,429,529,651,796,970,1177,1428,1727
15815,411,508,624,763,932,1131,1374,1661
15816,272,339,421,524,642,784,957,1161
15817,124,164,212,269,338,418,517,634
15818,330,412,510,628,770,937,1140,1381
15819,121,161,209,268,339,419,520,636
15820,270,337,419,517,637,777,947,1150
15821,376,467,575,708,865,1051,1276,1545
15822,169,217,277,348,432,531,652,796
15823,256,322,401,499,612,748,911,1108
15824,384,475,585,718,879,1067,1296,1568
15825,173,224,284,357,443,544,669,816
15826,256,322,401,496,609,743,907,1102
15827,342,426,526,649,795,967,1175,1424
15828,232,293,366,454,560,685,838,1019
15829,266,332,415,513,630,769,939,1140
15830,321,399,493,608,745,907,1104,1338
15831,389,480,590,726,888,1078,1310,1585
15832,420,519,639,782,952,1156,1402,1696
15833,200,255,321,402,498,611,747,911
15834,409,505,621,763,931,1130,1371,1659
15835,337,417,517,637,780,949,1155,1399
15836,281,353,439,543,666,812,990,1201
15837,429,531,651,799,975,1183,1434,1735
15838,434,536,660,809,985,1195,1449,1752
15839,164,210,266,337,418,515,633,773
15840,384,476,586,721,881,1071,1301,1574
15841,213,271,341,427,529,647,793,964
15842,336,419,517,635,778,947,1150,1394
15843,364,451,555,681,832,1011,1229,1488
15844,292,365,454,562,691,842,1024,1243
15845,443,546,670,820,1000,1213,1472,1779
15846,257,321,401,496,609,744,907,1102
15847,420,517,636,779,952,1155,1401,1695
15848,388,480,592,727,889,1079,1309,1585
15849,112,150,197,253,317,394,487,598
15850,315,391,485,598,733,893,1086,1317
15851,360,448,552,677,826,1004,1220,1477
15852,189,240,304,381,474,582,715,871
15853,382,473,585,716,875,1063,1290,1562
15854,325,404,499,613,752,915,1113,1349
15855,190,243,307,386,479,588,720,878
15856,129,170,220,282,355,439,541,663
15857,305,380,471,583,714,870,1058,1284
15858,285,355,441,544,670,817,996,1208
15859,136,176,227,288,361,446,551,674
15860,257,322,402,497,613,749,915,1111
15861,166,213,272,342,426,524,643,786
15862,196,250,314,394,487,597,731,891
15863,128,169,218,276,348,430,532,651
15864,270,340,425,526,646,788,962,1167
15865,296,369,458,566,693,845,1028,1248
15866,415,512,631,773,942,1143,1387,1678
15867,441,544,670,818,998,1211,1468,1775
15868,128,167,214,273,342,423,522,640
15869,414,511,628,770,941,1142,1387,1677
15870,205,259,326,406,501,614,753,917
15871,387,479,591,727,888,1078,1309,1584
15872,279,348,434,539,663,808,984,1195
15873,320,397,493,609,747,909,1106,1341
15874,282,353,439,544,666,812,989,1201
15875,261,327,408,506,623,760,927,1126
15876,271,340,425,524,646,788,960,1166
15877,326,406,504,621,759,924,1123,1362
15878,294,368,457,564,692,843,1027,1246
15879,248,314,392,486,597,730,892,1083
15880,113,151,197,255,319,396,490,602
15881,380,469,579,713,872,1060,1286,1557
15882,132,171,222,285,356,440,545,667
15883,158,203,257,323,404,498,612,748
15884,317,396,491,604,739,900,1095,1328
15885,176,226,286,357,444,545,669,816
15886,376,466,575,704,860,1045,1270,1537
15887,253,320,398,493,607,741,904,1098
15888,381,471,582,713,870,1056,1282,1552
15889,200,255,320,400,495,607,744,906
15890,260,325,405,503,619,756,921,1119
15891,175,224,284,359,445,546,671,818
15892,166,212,269,340,424,522,641,783
15893,405,502,618,759,925,1123,1363,1649
15894,247,310,387,480,590,721,882,1071
15895,410,505,623,762,929,1128,1369,1656
15896,133,175,225,286,357,442,546,668
15897,115,154,201,259,326,404,501,614
15898,179,231,292,369,458,563,691,843
15899,412,508,625,765,933,1133,1375,1663
15900,305,380,471,580,713,869,1058,1283
15901,427,527,647,793,968,1174,1423,1722
15902,162,207,263,330,413,509,626,765
15903,158,204,261,329,410,505,621,759
15904,261,327,408,507,626,764,931,1131
15905,316,394,490,605,742,904,1099,1333
15906,306,382,475,586,719,876,1066,1293
15907,321,400,494,610,746,908,1104,1339
15908,183,233,296,371,461,566,695,847
15909,330,411,509,627,767,933,1133,1374
15910,192,245,310,386,480,589,723,881
15911,158,203,260,328,407,502,618,755
15912,137,179,232,293,367,454,558,684
15913,218,275,345,429,528,647,791,963
15914,336,419,520,641,785,955,1160,1406
15915,143,186,239,302,378,466,573,702
15916,158,203,257,325,404,498,613,749
15917,192,246,312,393,488,598,732,892
15918,315,394,488,604,739,900,1096,1328
15919,425,526,648,794,967,1173,1422,1720
15920,294,368,458,566,696,848,1033,1253
15921,206,262,331,412,510,625,765,932
15922,394,487,601,737,901,1094,1329,1608
15923,376,467,577,710,866,1053,1278,1547
15924,276,346,431,533,654,797,971,1179
15925,316,392,487,602,737,897,1093,1324
15926,351,434,538,661,808,983,1194,1447
15927,161,206,264,333,416,513,630,770
15928,384,477,588,720,878,1067,1295,1568
15929,277,348,433,536,659,804,980,1189
15930,260,326,405,503,618,755,922,1119
15931,365,452,559,685,838,1019,1238,1499
15932,398,493,608,747,913,1109,1346,1629
15933,110,146,192,245,309,383,474,583
15934,136,177,228,290,364,450,556,680
15935,326,405,500,617,757,921,1121,1358
15936,186,237,301,379,471,578,709,864
15937,213,271,341,427,528,646,789,961
15938,437,537,660,809,986,1196,1450,1754
15939,186,237,299,376,466,573,702,856
15940,235,295,368,458,566,692,847,1029
15941,130,170,218,280,350,433,535,655
15942,261,327,409,506,621,758,923,1122
15943,327,406,503,620,759,923,1123,1361
15944,140,184,237,299,376,464,572,700
15945,402,497,611,751,916,1112,1351,1634
15946,409,506,621,760,928,1126,1367,1654
15947,234,297,370,459,566,692,845,1028
15948,259,327,408,507,622,760,927,1126
15949,135,178,230,294,369,455,560,686
15950,119,159,207,265,332,411,509,624
15951,313,391,484,597,731,891,1083,1314
15952,359,445,549,677,829,1008,1225,1483
15953,288,361,449,555,681,831,1011,1227
15954,285,357,444,549,672,820,999,1212
15955,234,295,368,459,567,693,846,1029
15956,200,254,320,399,494,606,743,905
15957,241,305,380,474,585,715,874,1062
15958,128,168,217,274,345,427,528,647
15959,229,288,360,446,549,672,820,998
15960,379,468,578,710,868,1055,1280,1550
15961,243,307,382,476,588,719,878,1067
15962,423,523,643,787,959,1163,1411,1707
15963,281,352,437,542,664,810,987,1198
15964,229,290,364,453,559,684,836,1017
15965,146,190,245,308,387,477,589,720
15966,391,483,596,732,895,1087,1319,1597
15967,377,467,576,709,868,1054,1280,1550
15968,406,503,619,761,928,1126,1367,1654
15969,181,233,295,370,461,566,696,848
15970,345,427,527,650,794,965,1174,1422
15971,222,280,351,439,541,662,811,986
15972,302,376,466,574,703,857,1042,1265
15973,218,275,346,433,534,653,798,972
15974,342,424,523,643,786,956,1164,1409
15975,268,338,419,519,638,779,950,1153
15976,215,274,344,431,534,653,799,972
15977,289,360,448,556,684,833,1015,1231
15978,181,230,292,366,453,557,683,833
15979,414,510,627,769,937,1138,1379,1669
15980,422,520,640,782,955,1159,1404,1699
15981,381,473,583,718,877,1065,1295,1567
15982,395,487,600,736,898,1091,1323,1602
15983,124,165,212,271,340,421,520,638
15984,215,271,342,425,524,641,783,954
15985,331,413,512,631,771,939,1142,1384
15986,119,156,204,262,330,409,506,621
15987,305,379,471,582,714,870,1059,1284
15988,371,459,565,693,848,1031,1252,1516
15989,146,188,240,304,381,470,578,708
15990,354,440,543,668,817,994,1208,1463
15991,423,522,643,789,961,1167,1416,1712
15992,112,147,193,247,311,386,478,587
15993,384,477,589,724,884,1074,1303,1578
15994,388,480,591,727,887,1078,1308,1583
15995,290,363,452,559,687,838,1021,1239
15996,414,512,628,770,938,1139,1380,1670
15997,252,318,397,493,608,742,907,1101
15998,355,440,542,667,815,991,1203,1458
15999,125,164,213,271,339,419,520,636
16000,360,447,551,677,828,1007,1223,1481
16001,363,449,553,679,829,1008,1226,1484
16002,304,379,469,579,709,864,1053,1277
16003,327,405,501,615,753,917,1115,1352
16004,173,224,285,357,443,544,668,815
16005,249,314,393,488,599,732,893,1085
16006,168,217,274,345,430,529,651,794
16007,202,258,325,405,500,613,751,915
16008,131,171,221,281,352,436,537,659
16009,382,473,585,718,877,1065,1293,1565
16010,443,546,671,823,1005,1219,1478,1787
16011,264,330,412,511,630,769,938,1139
16012,180,231,294,369,457,562,690,841
16013,439,542,667,815,993,1205,1460,1766
16014,271,338,422,525,645,787,960,1165
16015,271,339,422,525,645,787,961,1166
16016,262,327,407,505,621,759,925,1124
16017,122,160,207,263,329,408,504,619
16018,194,249,315,393,487,597,732,892
16019,200,253,320,400,495,607,745,907
16020,434,536,660,809,988,1198,1453,1757
16021,246,309,385,480,591,722,881,1071
16022,258,325,405,501,615,751,918,1114
16023,215,272,341,423,523,640,784,954
16024,298,371,459,569,696,848,1033,1253
16025,362,450,557,685,836,1016,1233,1494
16026,426,527,648,795,969,1176,1428,1726
16027,125,164,213,271,339,419,519,636
16028,426,527,647,791,965,1171,1420,1718
16029,117,156,203,258,327,405,501,615
16030,259,324,403,500,614,750,916,1112
16031,299,372,463,573,703,857,1044,1266
16032,425,524,644,788,960,1165,1413,1709
16033,356,440,544,667,815,991,1204,1458
16034,172,221,280,350,435,535,657,802
16035,250,315,395,491,605,739,901,1095
16036,312,390,483,597,732,892,1084,1315
16037,365,451,555,684,837,1017,1234,1495
16038,355,439,541,667,814,990,1202,1456
16039,395,490,603,742,905,1099,1333,1614
16040,311,386,478,588,720,877,1069,1296
16041,260,325,405,503,617,754,920,1117
16042,426,524,644,790,963,1169,1418,1715
16043,450,555,683,835,1016,1233,1494,1807
16044,260,327,407,506,621,758,923,1122
16045,220,277,349,435,539,659,805,980
16046,352,437,539,663,811,986,1197,1451
16047,286,359,446,554,680,829,1009,1225
16048,403,498,613,750,914,1110,1347,1630
16049,127,165,215,273,342,423,524,642
16050,435,536,657,803,981,1190,1442,1744
16051,115,154,201,258,326,404,499,613
16052,342,423,523,646,790,961,1168,1415
16053,322,400,495,610,747,910,1107,1342
16054,201,254,322,402,499,612,749,913
16055,252,316,395,492,606,740,904,1098
16056,270,339,421,523,642,783,953,1158
16057,443,547,670,820,1001,1214,1471,1779
16058,346,430,533,657,805,979,1190,1441
16059,267,336,418,518,638,778,949,1152
16060,395,487,599,736,900,1093,1327,1606
16061,298,371,461,570,700,853,1039,1260
16062,315,392,487,602,739,900,1094,1327
16063,297,369,460,568,696,848,1032,1252
16064,341,424,524,644,788,959,1165,1412
16065,119,159,207,263,332,411,509,624
16066,426,524,643,788,961,1167,1416,1712
16067,450,555,680,834,1017,1233,1496,1808
16068,275,346,429,533,654,797,971,1179
16069,236,298,373,464,572,699,855,1039
16070,238,300,375,466,573,701,857,1042
16071,329,410,507,623,763,928,1130,1369
16072,416,512,630,774,943,1144,1387,1678
16073,411,508,625,766,935,1135,1376,1665
16074,377,468,576,709,865,1051,1275,1544
16075,131,173,224,284,356,440,542,665
16076,393,488,601,735,896,1088,1321,1599
16077,315,391,483,596,731,890,1084,1314
16078,297,370,461,569,700,853,1037,1259
16079,285,358,444,549,674,822,1003,1216
16080,284,355,441,547,671,818,997,1210
16081,124,164,211,268,338,418,517,634
16082,287,358,445,549,674,822,1002,1216
16083,351,435,538,663,811,987,1198,1452
16084,225,283,356,442,547,669,819,996
16085,238,301,375,466,573,701,856,1041
16086,261,328,409,506,623,761,930,1129
16087,286,357,444,549,673,820,1000,1213
16088,201,254,320,401,496,608,745,907
16089,224,282,352,439,543,665,814,990
16090,425,524,644,789,962,1167,1416,1712
16091,205,261,330,412,508,623,762,928
16092,254,320,398,495,610,745,908,1104
16093,194,249,313,390,482,591,726,884
16094,125,164,212,271,341,422,520,638
16095,329,408,504,622,760,925,1126,1364
16096,116,155,202,258,324,401,496,609
16097,183,236,297,373,464,569,699,852
16098,116,155,200,258,326,404,500,613
16099,213,272,341,426,528,646,791,962
16100,418,517,637,780,951,1154,1399,1693
16101,424,523,644,789,963,1169,1418,1715
16102,350,433,536,660,806,981,1192,1444
16103,180,229,290,363,452,555,680,830
16104,205,260,329,409,506,621,760,926
16105,186,236,300,375,465,571,699,853
16106,270,338,422,521,639,780,950,1154
16107,158,205,260,326,408,503,617,755
16108,405,502,617,755,919,1116,1354,1638
16109,264,333,415,516,633,772,941,1143
16110,226,284,358,445,548,671,820,998
16111,149,192,244,308,385,475,585,716
16112,329,410,507,626,766,932,1133,1373
16113,373,464,573,704,861,1046,1269,1537
16114,306,380,472,582,714,870,1060,1285
16115,253,320,400,498,611,747,911,1107
16116,259,325,406,505,622,760,927,1126
16117,338,420,518,639,782,951,1157,1402
16118,420,519,637,781,952,1156,1401,1695
16119,206,262,329,411,510,624,763,930
16120,336,416,514,634,776,944,1148,1391
16121,226,284,355,442,548,670,819,996
16122,348,432,532,653,798,970,1179,1428
16123,312,387,479,591,723,881,1073,1301
16124,405,499,615,755,920,1117,1357,1641
16125,216,275,346,433,533,653,797,971
16126,370,459,567,699,855,1039,1261,1527
16127,252,317,395,492,606,740,902,1097
16128,204,258,324,406,503,617,755,920
16129,221,281,354,441,544,666,815,991
16130,347,430,532,654,801,974,1184,1434
16131,189,242,306,384,477,585,719,875
16132,362,448,552,679,830,1008,1224,1483
16133,260,326,407,503,618,754,921,1118
16134,412,508,625,765,935,1135,1378,1667
16135,417,514,634,778,949,1152,1397,1690
16136,197,252,317,398,493,604,740,902
16137,317,393,489,601,737,897,1093,1324
16138,197,249,315,394,486,597,732,892
16139,185,237,299,375,464,570,699,852
16140,353,437,541,665,812,987,1199,1453
16141,405,501,615,753,918,1114,1352,1636
16142,148,191,244,311,387,477,586,718
16143,296,371,460,568,695,847,1033,1252
16144,156,202,259,326,407,502,618,755
16145,230,292,367,458,566,692,846,1029
16146,134,175,224,283,355,439,542,664
16147,272,340,424,525,644,785,959,1163
16148,359,445,548,675,826,1004,1221,1478
16149,353,438,541,665,812,987,1199,1453
16150,247,310,387,482,595,727,887,1078
16151,126,164,214,274,346,428,529,648
16152,222,280,351,437,540,661,808,983
16153,365,451,555,681,832,1012,1228,1488
16154,308,385,477,589,722,879,1071,1298
16155,311,386,480,591,725,883,1076,1304
16156,233,293,365,455,560,685,836,1017
16157,392,485,599,733,894,1086,1317,1595
16158,359,444,548,674,823,1001,1217,1474
16159,371,459,568,697,853,1037,1259,1525
16160,393,488,602,740,903,1096,1329,1609
16161,430,531,654,802,977,1185,1436,1737
16162,282,353,441,545,670,817,995,1208
16163,136,176,226,285,356,441,544,666
16164,226,285,356,442,546,668,816,993
16165,410,506,623,762,931,1130,1370,1658
16166,249,315,392,485,599,731,893,1085
16167,169,218,278,348,433,533,656,800
16168,336,417,517,637,779,948,1153,1397
16169,204,259,325,408,506,620,758,924
16170,218,275,346,432,533,652,797,970
16171,183,234,295,371,459,564,692,844
16172,328,408,503,619,759,924,1125,1363
16173,129,171,219,279,352,435,536,657
16174,179,230,291,367,455,558,686,836
16175,201,255,322,402,497,610,746,909
16176,256,320,401,497,612,748,913,1109
16177,179,230,292,367,455,559,687,837
16178,332,414,511,632,774,942,1145,1388
16179,218,276,346,432,533,652,796,970
16180,257,324,406,502,619,755,920,1118
16181,345,427,528,651,795,967,1175,1424
16182,178,230,290,365,452,556,683,833
16183,123,161,207,265,334,414,513,629
16184,448,554,681,833,1015,1231,1491,1803
16185,398,494,609,747,910,1105,1341,1623
16186,252,315,395,489,603,737,899,1093
16187,372,461,569,701,856,1040,1262,1529
16188,419,519,637,779,951,1154,1401,1694
16189,313,389,481,594,730,889,1083,1313
16190,141,184,235,300,374,462,569,697
16191,112,148,195,251,317,394,488,599
16192,154,200,256,325,405,499,614,750
16193,246,309,386,482,594,726,888,1078
16194,362,448,553,679,829,1008,1224,1483
16195,429,529,650,796,972,1179,1431,1730
16196,303,377,469,578,711,866,1053,1278
16197,216,274,344,430,532,651,796,969
16198,326,404,502,617,756,921,1119,1357
16199,397,490,603,738,899,1092,1324,1603
16200,394,489,603,742,905,1099,1334,1614
16201,226,285,358,447,552,675,825,1004
16202,113,152,199,253,317,394,486,598
16203,450,555,681,832,1014,1230,1490,1802
16204,326,406,503,618,756,920,1117,1355
16205,371,461,569,697,852,1036,1259,1524
16206,338,422,521,643,789,959,1167,1413
16207,377,465,575,705,861,1047,1271,1539
16208,425,523,642,785,957,1161,1407,1703
16209,324,402,496,613,751,914,1113,1349
16210,143,185,237,302,377,466,574,702
16211,277,347,431,535,659,803,980,1189
16212,151,196,251,317,397,490,602,736
16213,433,536,658,808,983,1193,1446,1749
16214,116,152,198,255,321,399,492,605
16215,411,507,623,765,934,1134,1376,1665
16216,172,219,280,354,440,541,666,812
16217,277,348,433,536,658,803,980,1189
16218,392,486,598,732,894,1086,1319,1596
16219,242,305,383,477,587,717,876,1065
16220,432,534,658,804,981,1190,1441,1744
16221,246,309,385,478,590,721,879,1069
16222,204,260,328,412,509,624,764,930
16223,177,226,287,362,450,552,678,827
16224,415,513,632,776,948,1151,1397,1690
16225,365,453,560,690,845,1027,1246,1510
16226,207,263,333,417,515,631,773,941
16227,250,314,392,488,602,735,898,1091
16228,278,349,433,534,656,800,976,1184
16229,362,449,556,682,835,1015,1232,1493
16230,201,255,320,402,499,612,749,913
16231,213,270,339,423,524,642,785,956
16232,199,252,318,399,493,605,742,903
16233,250,316,393,487,601,734,895,1088
16234,303,379,470,581,713,869,1058,1283
16235,392,485,597,734,897,1090,1322,1600
16236,198,253,319,397,491,602,736,898
16237,385,478,590,726,886,1076,1308,1582
16238,403,497,610,750,916,1112,1350,1633
16239,431,532,653,798,972,1180,1430,1730
16240,235,298,372,464,572,699,852,1037
16241,162,207,264,332,413,508,624,763
16242,383,474,584,718,879,1067,1294,1567
16243,255,320,398,494,607,741,904,1098
16244,427,527,649,796,971,1179,1430,1729
16245,405,502,619,757,924,1121,1359,1645
16246,140,181,231,292,365,451,554,680
16247,356,441,546,671,820,997,1210,1466
16248,378,468,577,708,866,1052,1278,1547
16249,272,339,424,525,646,788,961,1167
16250,357,441,545,670,818,995,1210,1465
16251,385,478,589,725,883,1073,1303,1577
16252,227,286,358,447,552,676,826,1005
16253,308,385,478,590,722,879,1070,1298
16254,326,405,502,617,755,919,1117,1354
16255,260,325,404,503,617,754,920,1117
16256,383,473,583,714,873,1061,1286,1558
16257,228,289,361,447,553,677,826,1005
16258,369,456,564,694,849,1031,1254,1517
16259,350,435,536,658,804,977,1188,1439
16260,432,533,657,803,980,1189,1440,1743
16261,200,253,319,397,492,603,738,900
16262,250,313,392,485,597,730,890,1082
16263,115,152,198,252,316,393,486,597
16264,173,223,283,355,443,544,670,816
16265,427,527,648,794,968,1174,1424,1722
16266,237,300,377,470,579,708,863,1050
16267,443,545,668,819,997,1209,1465,1772
16268,286,359,445,550,675,823,1003,1217
16269,255,322,401,497,613,748,914,1110
16270,127,167,217,277,347,429,531,650
16271,205,262,329,411,508,623,764,930
16272,260,328,409,507,625,763,930,1130
16273,449,554,679,829,1012,1227,1488,1799
16274,213,271,341,427,529,647,791,963
16275,138,180,230,290,365,451,555,680
16276,361,447,552,677,829,1008,1223,1482
16277,183,234,297,373,461,566,696,848
16278,396,491,605,740,904,1098,1332,1612
16279,206,261,328,411,509,624,763,930
16280,227,285,359,445,550,673,823,1001
16281,257,323,405,503,621,758,925,1123
16282,204,261,330,413,513,628,770,937
16283,145,190,242,308,386,476,586,717
16284,201,257,325,408,506,621,761,926
16285,111,147,193,246,312,388,480,590
16286,437,537,660,810,986,1196,1450,1754
16287,407,503,621,761,930,1129,1369,1657
16288,300,375,467,575,703,857,1043,1265
16289,209,265,333,418,517,633,776,944
16290,368,457,562,691,845,1027,1247,1510
16291,282,354,442,545,670,816,995,1207
16292,302,377,467,575,707,861,1049,1272
16293,432,531,653,801,977,1186,1439,1740
16294,285,355,441,544,667,813,991,1203
16295,159,204,259,328,409,504,620,757
16296,149,195,248,315,393,485,598,731
16297,215,272,341,425,526,644,787,958
16298,249,313,391,487,600,733,895,1087
16299,368,455,561,688,841,1022,1241,1503
16300,304,379,469,577,707,862,1049,1273
16301,125,165,215,272,342,424,523,642
16302,149,192,247,312,391,483,593,726
16303,132,171,222,283,354,438,540,662
16304,174,222,282,354,441,543,666,813
16305,206,262,330,412,510,625,766,932
16306,252,315,393,489,603,736,899,1092
